61.01	56.02
59.8387	54.2003
61.9594	53.4379
72.8897	55.7308
-2.18204	57.2916
74.4426	54.5483
6.15491	2.98295
3.81158	2.20889
4.5602	4.90253
3.39572	58.5939
78.0835	1.42315
11.9745	1.94112
13.5663	0.243838
10.834	0.534974
16.2136	0.44139
15.0948	57.4973
12.9273	3.76655
10.5492	3.94019
18.6469	0.189666
21.2604	-0.301548
19.0089	57.0716
17.129	2.35508
23.5149	-1.13164
25.7678	-2.47633
23.4786	55.4745
23.6039	1.29158
27.1868	54.9923
28.5427	57.1263
29.8926	0.26961
31.2561	57.3833
28.6987	2.45362
31.1553	2.60082
28.2025	4.46817
25.9703	2.85039
33.7243	3.00294
36.4417	3.04106
35.0188	60.1054
32.1147	4.89775
38.4026	58.8826
38.4953	2.30192
40.4669	59.5721
38.7063	4.72368
43.0281	59.5204
41.9024	57.6714
46.0243	3.60615
43.5802	4.64707
44.4662	61.3327
48.461	2.62724
49.1929	59.4014
50.822	2.2351
48.341	4.50112
53.3878	2.28921
54.13	59.542
56.0311	2.15986
52.0895	4.07496
57.2484	58.0373
57.9098	1.15606
59.6198	58.1231
58.465	3.5206
62.3723	1.55517
64.2504	59.0251
61.8471	58.3345
63.2023	3.26802
60.7002	3.70828
66.2956	0.99863
66.5333	57.7256
64.7035	4.94613
65.7217	2.94488
68.049	3.13559
68.4365	5.24119
70.5641	3.7433
72.0097	61.0809
73.3808	3.84103
71.0163	58.7472
-3.28843	59.1765
3.27911	55.7736
3.55826	53.322
1.58642	53.4216
5.40137	7.55798
79.6665	7.01114
75.7096	3.02592
-1.00216	59.7578
9.53969	58.0986
8.50436	1.49507
9.91695	5.90436
8.45301	3.61448
11.856	7.00527
9.85119	8.38482
13.6744	5.58071
15.4345	3.98295
14.3885	7.51933
17.1773	4.93788
20.174	7.48139
18.9331	6.16601
21.5422	5.49171
23.6478	3.6913
22.8538	10.7517
21.407	9.12382
23.5469	8.28655
23.589	6.01984
27.245	9.05857
25.7	7.44484
27.991	6.73408
30.3985	6.03311
28.6458	11.005
26.5195	11.4309
32.7964	7.507
33.117	9.98029
35.0781	9.35737
41.0667	5.76029
39.3526	7.35425
37.7602	9.4168
40.3819	9.56702
43.0622	6.95161
44.9066	8.7282
42.6272	9.29522
48.8779	6.65846
50.6503	5.42061
46.9762	10.3321
47.3565	8.52246
49.729	8.44374
52.1829	8.35705
50.751	10.3374
52.7194	6.53776
54.2765	8.74266
59.7098	6.02397
58.9692	8.68586
56.5865	9.82837
58.2724	11.314
63.854	7.13741
66.3062	6.34056
63.8495	8.96662
61.3623	7.77499
67.7164	7.79071
71.6167	9.86723
73.6666	10.5126
74.1533	8.21613
75.0413	5.69714
76.7909	7.38448
1.43646	11.2324
77.4889	13.4567
75.7049	11.9424
5.81074	9.9728
7.83458	9.15783
5.68493	12.6134
3.81798	10.7893
10.3353	10.6043
11.9349	12.9851
12.7736	11.0413
14.822	9.33587
15.1298	11.4047
16.5704	7.19971
20.274	14.7011
21.2421	16.7495
18.6412	16.522
19.3873	10.058
24.2814	12.2823
21.7547	12.722
26.1326	13.6989
28.0002	14.6308
25.9804	16.1003
29.5821	12.9681
31.1681	11.4361
30.3873	15.1562
33.0441	12.6016
34.9765	13.4884
32.5221	14.9639
36.3887	11.5259
37.4486	14.0344
42.4342	11.5635
44.6554	13.2056
42.3518	13.9325
46.9179	12.5413
49.1347	11.5656
47.1973	14.5483
51.9086	11.8227
53.4882	13.3513
54.2161	10.8961
55.1339	14.8832
52.4577	15.4923
59.9038	13.1249
61.5442	14.8457
62.6091	12.965
64.4129	11.1712
65.0445	13.3195
66.3063	9.51557
68.968	9.80003
69.5549	11.8026
2.0358	8.97091
73.7289	13.0311
79.2152	15.2053
5.02978	14.8051
4.23337	16.982
7.245	15.0006
7.82092	17.3553
9.67106	16.4132
3.68459	19.3419
5.9713	18.5141
11.7344	15.5918
13.8325	14.6579
17.4255	11.7951
15.6988	13.6303
16.2547	15.9614
19.6143	12.3053
22.3416	18.7903
23.8776	17.3516
26.1481	18.4016
25.8824	20.5198
28.4396	18.9948
30.6592	17.2189
31.0357	19.226
31.8417	21.3599
33.5976	19.5128
36.2964	18.3955
35.5812	20.2738
38.0697	16.3998
40.0167	15.044
38.7368	18.6843
42.5028	16.0942
43.0861	18.4595
41.2672	19.6938
43.8144	20.6605
47.3337	16.4856
46.8751	18.7854
44.9428	17.3046
49.7552	15.8867
51.7078	17.6657
51.1401	20.0408
53.6229	19.4754
57.5476	13.9136
56.9074	16.4887
56.1464	18.9076
58.6641	18.1938
63.2165	16.4128
60.9447	17.3395
65.3916	15.4038
67.5247	13.6664
64.6824	18.0246
69.716	14.2709
70.1604	16.7901
71.8402	14.854
75.0451	17.2381
75.7092	19.4417
73.4472	19.0883
74.2614	15.129
76.6313	15.3665
76.5889	23.6782
2.1928	23.7438
1.26772	25.821
3.08282	21.6733
78.0792	20.3524
4.53156	23.7674
8.29111	19.7737
10.5603	20.2628
8.80923	22.2273
11.463	18.2388
13.164	20.4562
17.1442	18.4172
18.3032	20.5386
15.7325	20.5469
20.8997	20.6841
23.4822	20.8219
19.922	22.5957
24.0058	22.7639
28.9408	25.9423
28.1539	27.9316
26.1604	26.5876
30.8533	23.9936
31.4245	26.1063
32.8278	23.0199
35.1741	22.4218
37.5278	21.8231
34.651	24.5547
39.3778	20.8629
39.5139	23.3619
39.0105	25.4501
41.5179	25.0395
45.2244	22.9204
46.1701	20.8155
48.729	20.5617
44.1874	24.8919
46.8335	24.9325
50.3295	22.4524
51.9674	24.2996
49.3797	24.7182
55.3381	21.3431
54.4933	23.7557
56.9171	23.508
61.0483	19.5404
63.3741	20.022
61.556	22.0021
66.1367	19.72
68.6601	19.0937
67.8848	21.3833
70.9838	18.9152
72.497	21.0098
71.7847	23.2457
74.1588	22.6185
76.1079	21.6126
0.512258	28.1117
0.361092	30.1988
