1	2	5	1	2.164082202690093
1	58	5	1	2.521048521944786
1	3	5	1	2.751109007291429
1	62	5	1	2.4612286890900608
2	645	5	1	2.6210053586362645
2	606	5	1	2.3593195311360446
2	1	5	1	2.164082202690093
2	3	5	1	2.253579874333279
3	1	5	1	2.751109007291429
3	2	5	1	2.253579874333279
3	612	5	1	2.151493843821076
3	646	5	1	2.6695238414368965
4	619	5	1	2.4751548315206557
4	618	5	1	2.3426104072167107
4	6	5	1	1.9518720910961334
4	5	5	1	2.2411150946794334
5	4	5	1	2.2411150946794334
5	6	5	1	2.7438585276212812
5	75	5	1	2.1856227584146306
5	82	5	1	2.7339091525506114
6	566	5	1	2.28647238347635
6	567	5	1	2.460475370736313
6	4	5	1	1.9518720910961334
6	5	5	1	2.7438585276212812
7	8	5	1	2.4678663603404463
7	9	5	1	2.495573553414124
7	84	5	1	2.780953469028204
7	86	5	1	2.38329472598334
8	10	5	1	2.6757041906197303
8	11	5	1	2.5330291419563378
8	7	5	1	2.4678663603404463
8	9	5	1	2.7957339562268793
9	8	5	1	2.7957339562268793
9	80	5	1	2.63111531904248
9	7	5	1	2.495573553414124
9	79	5	1	2.7854948701083617
10	76	5	1	2.8227096878885685
10	8	5	1	2.6757041906197303
10	11	5	1	2.723795335721833
10	648	5	1	2.72934075769223
11	82	5	1	2.503639678168562
11	81	5	1	2.864310193205343
11	10	5	1	2.723795335721833
11	8	5	1	2.5330291419563378
12	14	5	1	1.8105211468845106
12	18	5	1	2.455149884406245
12	13	5	1	2.3269278947840215
12	17	5	1	2.0591314977193664
13	14	5	1	2.747766995306553
13	16	5	1	2.342222709018929
13	12	5	1	2.3269278947840215
13	15	5	1	2.654660822535338
14	83	5	1	1.954537126169773
14	84	5	1	2.519723567936768
14	12	5	1	1.8105211468845106
14	13	5	1	2.747766995306553
15	16	5	1	2.267518750550914
15	13	5	1	2.654660822535338
15	19	5	1	2.4462857278282097
15	22	5	1	2.121359605559605
16	627	5	1	2.05620211312021
16	13	5	1	2.342222709018929
16	628	5	1	2.255828473089212
16	15	5	1	2.267518750550914
17	18	5	1	2.384430846051107
17	12	5	1	2.0591314977193664
17	89	5	1	1.9619722005166125
17	90	5	1	2.5165215675610644
18	86	5	1	2.1213438005660468
18	85	5	1	2.0634204252648076
18	12	5	1	2.455149884406245
18	17	5	1	2.384430846051107
19	21	5	1	2.1765802863106196
19	15	5	1	2.4462857278282097
19	22	5	1	2.6444353275124715
19	20	5	1	2.659261823099788
20	21	5	1	2.794360279689077
20	19	5	1	2.659261823099788
20	23	5	1	2.4024618578583095
20	26	5	1	2.8337341220347394
21	628	5	1	2.5214537076853096
21	629	5	1	2.502580975712872
21	19	5	1	2.1765802863106196
21	20	5	1	2.794360279689077
22	15	5	1	2.121359605559605
22	19	5	1	2.6444353275124715
22	90	5	1	2.3497427490897818
22	92	5	1	2.5832515808569627
23	20	5	1	2.4024618578583095
23	25	5	1	2.422332003173803
23	24	5	1	2.6236900743228038
23	26	5	1	2.4248538447502352
24	25	5	1	2.530051927708206
24	23	5	1	2.6236900743228038
24	27	5	1	2.1085112247507727
24	28	5	1	2.833732491767703
25	630	5	1	2.7770101278173223
25	631	5	1	2.2113957945153073
